year,izena,talde_izena,kategoria,denbora,kalea,tanda,tanda_posizioa,puntuazioa,posizioa,0_ziaboga,1_ziaboga,2_ziaboga
2022,Batel ligako 4. Jardunaldia,"TOLOSALDEA ""A""",PG,"07:25,42",1,1,4,12,4,02:19,04:51,
2022,Batel ligako 4. Jardunaldia,"SAN JUAN ""B""",PN,"07:51,18",3,1,4,13,4,02:30,05:12,
2022,Batel ligako 4. Jardunaldia,TOLOSALDEA,JG,"09:39,66",5,1,4,9,4,02:15,04:42,07:16
2022,Batel ligako 4. Jardunaldia,ORIO,JN,"10:43,07",4,1,4,7,4,02:30,05:14,07:59
2022,Batel ligako 4. Jardunaldia,"UR JOKO ""A""",SG,"09:38,23",5,1,4,5,4,02:11,04:42,07:10
2022,Batel ligako 4. Jardunaldia,"ORIO ""B""",IG,"05:21,67",5,1,5,12,5,02:28,,
2022,Batel ligako 4. Jardunaldia,HERNANI,IN,"05:41,70",2,1,5,14,5,02:39,,
2022,Batel ligako 4. Jardunaldia,"ZUMAIA ""A""",PG,"07:33,28",4,1,5,11,5,02:23,04:56,
2022,Batel ligako 4. Jardunaldia,"HIBAIKA ""A""",PN,"07:51,61",1,1,5,12,5,02:26,05:08,
2022,Batel ligako 4. Jardunaldia,"SAN JUAN ""C""",JG,"09:55,79",3,1,5,8,5,02:18,04:51,07:25
2022,Batel ligako 4. Jardunaldia,HERNANI,JN,"10:43,92",3,1,5,6,5,02:34,05:15,07:59
2022,Batel ligako 4. Jardunaldia,ORIO,SG,"09:38,89",3,1,5,4,5,02:10,04:43,07:11
2022,Batel ligako 4. Jardunaldia,"SAN PEDRO ""B""",IG,"05:24,99",4,1,6,11,6,02:31,,
2022,Batel ligako 4. Jardunaldia,"GETARIA ""A""",IN,"05:42,53",3,1,6,13,6,02:40,,
2022,Batel ligako 4. Jardunaldia,SAN PEDRO,PG,"07:39,16",3,1,6,10,6,02:28,05:11,
2022,Batel ligako 4. Jardunaldia,"ZUMAIA ""B""",PN,"08:09,08",4,1,6,11,6,02:35,05:22,
2022,Batel ligako 4. Jardunaldia,ZARAUTZ,JG,"09:57,88",4,1,6,7,6,02:19,05:52,07:30
2022,Batel ligako 4. Jardunaldia,UR JOKO,JN,"10:51,54",2,1,6,5,6,02:34,05:20,08:08
2022,Batel ligako 4. Jardunaldia,"ZARAUTZ ""B"" (NP)",SG,"10:12,12",4,1,6,0,6,02:21,05:00,07:34
2022,Batel ligako 4. Jardunaldia,"ZUMAIA ""B""",IG,"05:31,21",1,1,7,10,7,02:44,,
2022,Batel ligako 4. Jardunaldia,"HIBAIKA ""A""",IN,"05:47,00",5,1,7,12,7,02:39,,
2022,Batel ligako 4. Jardunaldia,ZARAUTZ,PG,"07:42,22",5,1,7,9,7,02:31,05:07,
2022,Batel ligako 4. Jardunaldia,"ZUMAIA ""A""",PN,"08:09,75",4,1,7,10,7,02:36,05:23,
2022,Batel ligako 4. Jardunaldia,"ZUMAIA ""A""",JG,"09:59,19",3,1,7,6,7,02:22,04:58,07:32
2022,Batel ligako 4. Jardunaldia,"TOLOSALDEA ""B""",JN,"11:10,16",3,1,7,4,7,02:35,05:23,08:16
2022,Batel ligako 4. Jardunaldia,ILLUNBE (NP),SG,"10:20,57",5,1,7,0,7,02:23,05:03,07:36
2022,Batel ligako 4. Jardunaldia,UR JOKO,IG,"05:31,93",4,1,8,9,8,02:53,,
2022,Batel ligako 4. Jardunaldia,"ORIO ""B""",IN,"05:47,73",2,1,8,11,8,02:47,,
2022,Batel ligako 4. Jardunaldia,"ORIO ""B""",PG,"07:52,46",1,1,8,8,8,02:27,,
2022,Batel ligako 4. Jardunaldia,"SAN JUAN ""A""",PN,"08:10,13",2,1,8,9,8,02:31,05:24,
2022,Batel ligako 4. Jardunaldia,SAN PEDRO,JG,"10:34,17",1,1,8,5,8,02:27,05:08,07:56
2022,Batel ligako 4. Jardunaldia,"UR JOKO ""B"" (NP)",SG,"10:22,17",2,1,8,0,8,02:22,05:02,07:44
2022,Batel ligako 4. Jardunaldia,"SAN JUAN ""B""",IG,"05:58,18",5,1,9,8,9,02:37,,
2022,Batel ligako 4. Jardunaldia,"TOLOSALDEA ""A""",IN,"05:51,42",5,1,9,10,9,02:42,,
2022,Batel ligako 4. Jardunaldia,UR JOKO,PG,"08:03,61",4,1,9,7,9,02:32,05:44,
2022,Batel ligako 4. Jardunaldia,"ORIO ""B""",PN,"08:15,33",1,1,9,8,9,02:34,05:29,
2022,Batel ligako 4. Jardunaldia,"HIBAIKA ""A""",JG,"10:42,29",2,1,9,4,9,02:25,05:11,08:00
2022,Batel ligako 4. Jardunaldia,"ZUMAIA ""A""",IG,"06:09,56",3,1,10,7,10,02:43,,
2022,Batel ligako 4. Jardunaldia,MUTRIKU Mtxo.,IN,"05:52,75",3,1,10,0,10,02:41,,
2022,Batel ligako 4. Jardunaldia,"ZUMAIA ""B""",PG,"08:43,75",4,1,10,6,10,03:04,05:39,
2022,Batel ligako 4. Jardunaldia,"HERNANI ""C""",PN,"08:27,74",5,1,10,7,10,02:39,05:33,
2022,Batel ligako 4. Jardunaldia,"HIBAIKA ""B""",JG,FORFAIT,5,1,10,0,10,,,
2022,Batel ligako 4. Jardunaldia,"GETARIA ""B"" Mtxo.",IG,"06:01,30",2,1,11,0,11,02:52,,
2022,Batel ligako 4. Jardunaldia,"TOLOSALDEA ""B""",IN,"06:10,71",4,1,11,9,11,02:48,,
2022,Batel ligako 4. Jardunaldia,"ORIO ""C""",PG,"08:44,20",1,1,11,5,11,02:44,05:44,
2022,Batel ligako 4. Jardunaldia,"TOLOSALDEA ""B""",PN,"08:36,54",2,1,11,6,11,02:41,05:41,
2022,Batel ligako 4. Jardunaldia,HIBAIKA Mtxo,IG,"06:27,06",1,1,12,0,12,02:59,,
2022,Batel ligako 4. Jardunaldia,"HIBAIKA ""B""",IN,"06:16,48",3,1,12,8,12,02:49,,
2022,Batel ligako 4. Jardunaldia,HIBAIKA Mtxo.,PG,"08:48,13",2,1,12,0,12,02:46,05:42,
2022,Batel ligako 4. Jardunaldia,"HERNANI ""B""",PN,"08:41,58",3,1,12,5,12,02:39,05:12,
2022,Batel ligako 4. Jardunaldia,HERNANI,IG,FORFAIT,2,1,13,0,13,,,
2022,Batel ligako 4. Jardunaldia,UR JOKO Mtxo.,IN,"06:19,75",2,1,13,0,13,02:52,,
2022,Batel ligako 4. Jardunaldia,"ORIO ""D""",PG,"09:38,72",5,1,13,4,13,02:45,06:15,
2022,Batel ligako 4. Jardunaldia,UR JOKO,PN,"08:55,93",5,1,13,4,13,02:49,05:57,
2022,Batel ligako 4. Jardunaldia,"HIBAIKA ""D"" (NP)",IN,"07:07,31",4,1,14,0,14,03:10,,
2022,Batel ligako 4. Jardunaldia,"TOLOSALDEA ""C""",PN,"09:04,65",1,1,14,3,14,02:50,06:01,
2022,Batel ligako 4. Jardunaldia,"HIBAIKA ""C""",IN,D Q F,3,1,15,0,15,03:09,,
2022,Batel ligako 4. Jardunaldia,"HIBAIKA ""B""",PN,FORFAIT,3,1,15,0,15,,,
2022,Batel ligako 4. Jardunaldia,"ZARAUTZ ""B""",IN,Descali,5,1,16,0,16,02:30,,
2022,Batel ligako 5. Jardunaldia,"ORIO ""A""",IG,"04:44,75",11,1,1,16,1,02:15,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""B""",IN,"05:05,83",15,1,1,18,1,02:25,,
2022,Batel ligako 5. Jardunaldia,SAN JUAN,PG,"06:46,65",12,1,1,15,1,03:22,,
2022,Batel ligako 5. Jardunaldia,"HERNANI ""A""",PN,"07:16,67",14,1,1,16,1,03:41,,
2022,Batel ligako 5. Jardunaldia,"SAN JUAN ""A""",JG,"08:38,18",10,1,1,12,1,04:23,,
2022,Batel ligako 5. Jardunaldia,SAN JUAN,JN,"09:25,18",8,1,1,10,1,04:49,,
2022,Batel ligako 5. Jardunaldia,DONOSTIARRA,SG,"08:09,26",6,1,1,8,1,04:05,,
2022,Batel ligako 5. Jardunaldia,HERNANI,SN,"09:58,21",2,1,1,4,1,05:02,,
2022,Batel ligako 5. Jardunaldia,"GETARIA ""A""",IG,"04:48,19",10,1,2,15,2,02:17,,
2022,Batel ligako 5. Jardunaldia,"ORIO ""A""",IN,"05:06,43",14,1,2,17,2,02:25,,
2022,Batel ligako 5. Jardunaldia,"ORIO ""A""",PG,"06:51,92",11,1,2,14,2,03:25,,
2022,Batel ligako 5. Jardunaldia,"ORIO ""A""",PN,"07:21,10",12,1,2,15,2,03:34,,
2022,Batel ligako 5. Jardunaldia,"SAN JUAN ""B""",JG,"08:46,65",8,1,2,11,2,04:24,,
2022,Batel ligako 5. Jardunaldia,ZUMAIA (NP),JN,"09:27,87",1,1,2,0,2,04:47,,
2022,Batel ligako 5. Jardunaldia,ORIO,SG,"08:31,61",2,1,2,7,2,04:18,,
2022,Batel ligako 5. Jardunaldia,HIBAIKA,SN,"10:01,53",3,1,2,3,2,05:06,,
2022,Batel ligako 5. Jardunaldia,"SAN PEDRO ""A""",IG,"04:51,80",12,1,3,14,3,02:20,,
2022,Batel ligako 5. Jardunaldia,"ZARAUTZ ""A""",IN,"05:07,52",10,1,3,16,3,02:27,,
2022,Batel ligako 5. Jardunaldia,HERNANI,PG,"07:04,82",10,1,3,13,3,03:24,,
2022,Batel ligako 5. Jardunaldia,"TOLOSALDEA ""A""",PN,"07:25,03",11,1,3,14,3,03:45,,
2022,Batel ligako 5. Jardunaldia,TOLOSALDEA,JG,"08:53,21",7,1,3,10,3,04:25,,
2022,Batel ligako 5. Jardunaldia,HERNANI,JN,"09:36,03",5,1,3,9,3,04:53,,
2022,Batel ligako 5. Jardunaldia,"UR JOKO ""A""",SG,"08:36,83",3,1,3,6,3,04:21,,
2022,Batel ligako 5. Jardunaldia,SAN JUAN,SN,FORFAIT,1,1,3,0,3,,,
2022,Batel ligako 5. Jardunaldia,"SAN JUAN ""A""",IG,"04:55,02",9,1,4,13,4,02:24,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""A""",IN,"05:08,41",16,1,4,15,4,02:28,,
2022,Batel ligako 5. Jardunaldia,"TOLOSALDEA ""A""",PG,"07:06,25",9,1,4,12,4,03:28,,
2022,Batel ligako 5. Jardunaldia,"SAN JUAN ""B""",PN,"07:26,99",10,1,4,13,4,03:45,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""A""",JG,"08:59,99",9,1,4,9,4,04:30,,
2022,Batel ligako 5. Jardunaldia,"TOLOSALDEA ""A""",JN,"09:41,57",6,1,4,8,4,04:52,,
2022,Batel ligako 5. Jardunaldia,"MUTRIKU ""A""",SG,"08:36,93",1,1,4,5,4,04:23,,
2022,Batel ligako 5. Jardunaldia,HERNANI,IG,"05:15,58",5,1,5,12,5,02:27,,
2022,Batel ligako 5. Jardunaldia,"HIBAIKA ""A""",IN,"05:21,96",9,1,5,14,5,02:33,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""A""",PG,"07:08,80",8,1,5,11,5,03:30,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""A""",PN,"07:30,95",7,1,5,12,5,03:44,,
2022,Batel ligako 5. Jardunaldia,ZARAUTZ,JG,"09:01,81",5,1,5,8,5,04:33,,
2022,Batel ligako 5. Jardunaldia,HIBAIKA,JN,"09:43,69",7,1,5,7,5,04:58,,
2022,Batel ligako 5. Jardunaldia,"SAN JUAN ""A""",SG,"08:37,90",5,1,5,4,5,04:22,,
2022,Batel ligako 5. Jardunaldia,"SAN PEDRO ""B""",IG,"05:18,57",7,1,6,11,6,02:31,,
2022,Batel ligako 5. Jardunaldia,"ZARAUTZ ""B""",IN,"05:22,75",5,1,6,13,6,02:32,,
2022,Batel ligako 5. Jardunaldia,ZARAUTZ,PG,"07:13,54",7,1,6,10,6,03:30,,
2022,Batel ligako 5. Jardunaldia,"HIBAIKA ""A""",PN,"07:32,09",13,1,6,11,6,03:45,,
2022,Batel ligako 5. Jardunaldia,"SAN JUAN ""C""",JG,"09:10,44",6,1,6,7,6,04:36,,
2022,Batel ligako 5. Jardunaldia,UR JOKO,JN,"10:04,26",4,1,6,6,6,05:05,,
2022,Batel ligako 5. Jardunaldia,"ZARAUTZ ""A""",SG,"09:11,00",4,1,6,3,6,04:40,,
2022,Batel ligako 5. Jardunaldia,UR JOKO,IG,"05:36,74",1,1,7,10,7,02:37,,
2022,Batel ligako 5. Jardunaldia,"GETARIA ""A""",IN,"05:24,50",13,1,7,12,7,02:32,,
2022,Batel ligako 5. Jardunaldia,SAN PEDRO,PG,"07:13,66",6,1,7,9,7,03:29,,
2022,Batel ligako 5. Jardunaldia,"HERNANI ""B""",PN,"07:38,14",8,1,7,10,7,03:42,,
2022,Batel ligako 5. Jardunaldia,SAN PEDRO,JG,"09:34,32",4,1,7,6,7,04:45,,
2022,Batel ligako 5. Jardunaldia,"MUTRIKU ""A"" (NP)",JN,"10:07,84",2,1,7,0,7,05:09,,
2022,Batel ligako 5. Jardunaldia,TOLOSALDEA,IG,"05:40,57",3,1,8,9,8,02:45,,
2022,Batel ligako 5. Jardunaldia,HERNANI,IN,"05:30,47",12,1,8,11,8,02:36,,
2022,Batel ligako 5. Jardunaldia,UR JOKO,PG,"07:28,33",4,1,8,8,8,03:56,,
2022,Batel ligako 5. Jardunaldia,"TOLOSALDEA ""B""",PN,"07:38,52",4,1,8,9,8,03:40,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""B"" Mtxo.",JG,"09:55,03",1,1,8,0,8,05:00,,
2022,Batel ligako 5. Jardunaldia,"TOLOSALDEA ""B""",JN,"10:17,99",3,1,8,5,8,05:11,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""B""",IG,"05:47,80",2,1,9,8,9,02:44,,
2022,Batel ligako 5. Jardunaldia,"TOLOSALDEA ""A""",IN,"05:50,41",11,1,9,10,9,02:45,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""B""",PG,"08:05,44",3,1,9,7,9,03:52,,
2022,Batel ligako 5. Jardunaldia,"SAN JUAN ""A""",PN,"07:38,92",9,1,9,8,9,03:48,,
2022,Batel ligako 5. Jardunaldia,"HIBAIKA ""B""",JG,FORFAIT,2,1,9,0,9,,,
2022,Batel ligako 5. Jardunaldia,"SAN JUAN ""B""",IG,"05:48,55",4,1,10,7,10,02:44,,
2022,Batel ligako 5. Jardunaldia,"HIBAIKA ""B""",IN,"05:52,03",8,1,10,9,10,02:45,,
2022,Batel ligako 5. Jardunaldia,"ORIO ""B""",PG,"08:19,52",5,1,10,6,10,03:58,,
2022,Batel ligako 5. Jardunaldia,UR JOKO,PN,"07:40,50",2,1,10,7,10,03:50,,
2022,Batel ligako 5. Jardunaldia,"HIBAIKA ""A""",JG,FORFAIT,3,1,10,0,10,,,
2022,Batel ligako 5. Jardunaldia,HIBAIKA Mtxo.,IG,"05:44,41",6,1,11,0,11,02:45,,
2022,Batel ligako 5. Jardunaldia,UR JOKO,IN,"05:57,71",3,1,11,8,11,02:55,,
2022,Batel ligako 5. Jardunaldia,HIBAIKA,PG,FORFAIT,1,1,11,0,11,,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""B""",PN,"07:51,31",5,1,11,6,11,03:58,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""A""",IG,Excluido,8,1,12,0,12,,,
2022,Batel ligako 5. Jardunaldia,"TOLOSALDEA ""B""",IN,"06:09,80",7,1,12,7,12,02:51,,
2022,Batel ligako 5. Jardunaldia,"ORIO ""C""",PG,FORFAIT,2,1,12,0,12,,,
2022,Batel ligako 5. Jardunaldia,"HERNANI ""C""",PN,"07:57,91",6,1,12,5,12,04:00,,
2022,Batel ligako 5. Jardunaldia,"HIBAIKA ""D"" (NP)",IN,"06:15,10",2,1,13,0,13,03:00,,
2022,Batel ligako 5. Jardunaldia,"TOLOSALDEA ""C""",PN,"07:58,48",3,1,13,4,13,03:53,,
2022,Batel ligako 5. Jardunaldia,"HIBAIKA ""C""",IN,"06:46,22",6,1,14,6,14,03:10,,
2022,Batel ligako 5. Jardunaldia,"HIBAIKA ""B"" Mtxo.",PN,"07:48,17",1,1,14,0,14,03:54,,
2022,Batel ligako 5. Jardunaldia,MUTRIKU Mtxo.,IN,"05:29,63",1,1,15,0,15,02:36,,
2022,Batel ligako 5. Jardunaldia,"ZUMAIA ""C"" Mtxo.",IN,FORFAIT,4,1,16,0,16,,,
