year,izena,talde_izena,kategoria,denbora,kalea,tanda,tanda_posizioa,puntuazioa,posizioa,0_ziaboga,1_ziaboga,2_ziaboga,1_ziaboga,2_ziaboga
2022,XLV Zarauzko IkurriñaJ2,Ares,,"20:56,78",2,1,4,1,12,05:09,10:21,15:49,10:21,15:49
2022,XV Bandeira Concello de Ares,Urdaibai,,"19:44,52",2,3,1,12,1,04:16,09:40,14:17,09:40,14:17
2022,XV Bandeira Concello de Ares,Hondarribia,,"19:53,28",3,3,2,11,2,04:17,09:43,14:25,09:43,14:25
2022,XV Bandeira Concello de Ares,Orio,,"20:01,82",1,3,3,10,3,04:21,09:54,14:34,09:54,14:34
2022,XV Bandeira Concello de Ares,Donostiarra,,"20:02,96",4,3,4,9,4,04:22,09:51,14:37,09:51,14:37
2022,XV Bandeira Concello de Ares,Cabo,,"20:21,78",1,2,1,8,5,04:25,10:02,14:48,10:02,14:48
2022,XV Bandeira Concello de Ares,Itsasoko ama,,"20:24,50",2,1,1,7,6,04:24,10:01,14:49,10:01,14:49
2022,XV Bandeira Concello de Ares,Getaria,,"20:25,70",4,2,2,6,7,04:27,10:04,14:51,10:04,14:51
2022,XV Bandeira Concello de Ares,Kaiku,,"20:28,34",3,2,3,5,8,04:30,10:04,14:51,10:04,14:51
2022,XV Bandeira Concello de Ares,Ares,,"20:28,94",1,1,2,4,9,04:26,10:06,14:54,10:06,14:54
2022,XV Bandeira Concello de Ares,Ondarroa,,"20:30,90",3,1,3,3,10,04:26,10:06,14:54,10:06,14:54
2022,XV Bandeira Concello de Ares,Isuntza,,"20:47,08",4,1,4,2,11,04:29,10:12,15:03,10:12,15:03
2022,XV Bandeira Concello de Ares,Zierbena,,"20:51,04",2,2,4,1,12,04:28,10:11,15:05,10:11,15:05
2022,XXXII Bandeira Concello de Boiro,Hondarribia,,"19:20,72",1,3,1,12,1,04:51,09:30,14:41,09:30,14:41
2022,XXXII Bandeira Concello de Boiro,Urdaibai,,"19:32,28",2,3,2,11,2,04:54,09:36,14:51,09:36,14:51
2022,XXXII Bandeira Concello de Boiro,Donostiarra,,"19:46,54",3,3,3,10,3,04:58,09:47,15:08,09:47,15:08
2022,XXXII Bandeira Concello de Boiro,Orio,,"19:47,82",4,3,4,9,4,04:59,09:44,15:04,09:44,15:04
2022,XXXII Bandeira Concello de Boiro,Zierbena,,"19:56,60",2,2,1,8,5,05:02,09:54,15:14,09:54,15:14
2022,XXXII Bandeira Concello de Boiro,Cabo,,"19:57,58",1,2,2,7,6,05:05,09:59,15:19,09:59,15:19
2022,XXXII Bandeira Concello de Boiro,Getaria,,"19:59,58",4,2,3,6,7,05:04,09:55,15:17,09:55,15:17
2022,XXXII Bandeira Concello de Boiro,Kaiku,,"20:04,38",3,2,4,5,8,05:03,09:54,15:18,09:54,15:18
2022,XXXII Bandeira Concello de Boiro,Isuntza,,"20:06,22",2,1,1,4,9,05:10,09:59,15:25,09:59,15:25
2022,XXXII Bandeira Concello de Boiro,Ondarroa,,"20:07,28",4,1,2,3,10,05:05,09:56,15:23,09:56,15:23
2022,XXXII Bandeira Concello de Boiro,Ares,,"20:08,38",3,1,3,2,11,05:08,09:59,15:22,09:59,15:22
2022,XXXII Bandeira Concello de Boiro,Itsasoko ama,,"20:14,22",1,1,4,1,12,05:08,09:59,15:24,09:59,15:24
2022,Bermeo Hiriko XL Ikurriña-BTWC Bermeo Tuna World Capital SN,Zierbena,,"21:01,76",1,1,1,9,4,05:22,10:20,16:03,10:20,16:03
2022,Bermeo Hiriko XL Ikurriña-BTWC Bermeo Tuna World Capital SN,Cabo,,"21:22,16",2,1,3,6,7,05:24,10:28,16:14,10:28,16:14
2022,Bermeo Hiriko XL Ikurriña-BTWC Bermeo Tuna World Capital SN,Kaiku,,"21:32,44",3,1,4,5,8,05:28,10:38,16:29,10:38,16:29
2022,Bermeo Hiriko XL Ikurriña-BTWC Bermeo Tuna World Capital SN,Getaria,,"21:13,80",4,1,2,8,5,05:21,10:27,16:12,10:27,16:12
2022,Bermeo Hiriko XL Ikurriña-BTWC Bermeo Tuna World Capital SN,Hondarribia,,"20:27,32",1,2,1,12,1,05:12,10:09,15:41,10:09,15:41
2022,Bermeo Hiriko XL Ikurriña-BTWC Bermeo Tuna World Capital SN,Donostiarra,,"20:49,34",2,2,3,10,3,05:16,10:12,15:51,10:12,15:51
2022,Bermeo Hiriko XL Ikurriña-BTWC Bermeo Tuna World Capital SN,Urdaibai,,"20:33,20",3,2,2,11,2,05:17,10:07,15:41,10:07,15:41
2022,Bermeo Hiriko XL Ikurriña-BTWC Bermeo Tuna World Capital SN,Orio,,"21:14,02",4,2,4,7,6,05:22,10:31,16:16,10:31,16:16
2022,LII GP - XLVIII Bandera El Corte Inglés- Ayuntamiento de Portugalete -700 Aniversario-,Urdaibai,,"19:22,64",1,2,1,12,1,04:22,09:29,14:17,09:29,14:17
2022,LII GP - XLVIII Bandera El Corte Inglés- Ayuntamiento de Portugalete -700 Aniversario-,Hondarribia,,"19:30,14",1,2,2,11,2,04:22,09:34,14:23,09:34,14:23
2022,LII GP - XLVIII Bandera El Corte Inglés- Ayuntamiento de Portugalete -700 Aniversario-,Orio,,"19:36,06",1,2,3,10,3,04:22,09:37,14:27,09:37,14:27
2022,LII GP - XLVIII Bandera El Corte Inglés- Ayuntamiento de Portugalete -700 Aniversario-,Kaiku,,"19:47,70",1,1,1,9,4,04:22,09:48,14:26,09:48,14:26
2022,LII GP - XLVIII Bandera El Corte Inglés- Ayuntamiento de Portugalete -700 Aniversario-,Donostiarra,,"19:49,14",1,2,4,8,5,04:24,09:42,14:36,09:42,14:36
2022,LII GP - XLVIII Bandera El Corte Inglés- Ayuntamiento de Portugalete -700 Aniversario-,Getaria,,"19:56,56",1,1,2,7,6,04:23,09:51,14:32,09:51,14:32
2022,LII GP - XLVIII Bandera El Corte Inglés- Ayuntamiento de Portugalete -700 Aniversario-,Zierbena,,"20:11,04",1,1,3,6,7,04:26,09:57,14:41,09:57,14:41
2022,LII GP - XLVIII Bandera El Corte Inglés- Ayuntamiento de Portugalete -700 Aniversario-,Cabo,,"20:15,16",1,1,4,5,8,04:27,10:01,14:47,10:01,14:47
