year,izena,talde_izena,kategoria,denbora,kalea,tanda,tanda_posizioa,puntuazioa,posizioa,0_ziaboga,1_ziaboga,2_ziaboga,1_ziaboga,2_ziaboga
2022,ZUMAIAKO XXXVII. IKURRIÑA,Busturialdea,,"22:48,13",3,1,3,2,11,05:47,11:15,17:28,11:15,17:28
2022,ZUMAIAKO XXXVII. IKURRIÑA,Orio,,"22:50,97",4,1,4,1,12,05:45,11:13,17:26,11:13,17:26
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,San Pedro,,"21:05,41",4,3,1,12,1,5:15,10:21,15:55,10:21,15:55
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Zarautz,,"21:15,03",2,3,2,11,2,5:13,10:23,16:01,10:23,16:01
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Arkote,,"21:24,19",1,3,3,10,3,5:15,10:29,16:09,10:29,16:09
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Pedreña,,"21:27,79",2,2,1,9,4,5:16,10:30,16:11,10:30,16:11
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Camargo,,"21:37,26",1,1,1,8,5,5:21,10:40,16:26,10:40,16:26
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,San Juan,,"21:38,19",3,3,4,7,6,5:19,10:36,16:22,10:36,16:22
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Castro,,"21:38,43",1,2,2,6,7,5:17,10:36,16:19,10:36,16:19
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Zumaia,,"21:44,86",3,1,2,5,8,5:23,10:42,16:29,10:42,16:29
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Hondarribia,,"21:54,34",3,2,3,4,9,5:22,10:43,16:32,10:43,16:32
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Busturialdea,,"21:54,43",2,1,3,3,10,5:25,10:40,16:33,10:40,16:33
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Deustu,,"21:59,74",4,2,4,2,11,5:30,10:48,16:40,10:48,16:40
2022,3ª JORNADA LIGA ARC1 CASTRO URDIALES,Orio,,"22:14,44",4,1,4,1,12,5:27,10:52,16:52,10:52,16:52
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Zarautz,,"21:37,27",4,3,1,12,1,5:18,10:45,16:23,10:45,16:23
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,San Pedro,,"21:38,60",3,3,2,11,2,5:15,10:43,16:18,10:43,16:18
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Zumaia,,"21:45,48",1,1,1,10,3,5:13,10:39,16:14,10:39,16:14
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Pedreña,,"21:48,67",2,3,3,9,4,5:19,10:46,16:26,10:46,16:26
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,San Juan,,"21:51,84",4,2,1,8,5,5:27,10:53,16:34,10:53,16:34
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Camargo,,"21:52,51",2,2,2,7,6,5:20,10:51,16:34,10:51,16:34
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Castro,,"21:56,92",1,2,3,6,7,5:24,10:51,16:30,10:51,16:30
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Hondarribia,,"21:57,16",3,2,4,5,8,5:22,10:54,16:39,10:54,16:39
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Orio,,"22:03,98",4,1,2,4,9,5:22,10:57,16:38,10:57,16:38
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Arkote,,"22:06,46",1,3,4,3,10,5:21,10:49,16:34,10:49,16:34
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Deustu,,"22:25,76",2,1,3,2,11,5:26,11:06,16:54,11:06,16:54
2022,ELANTXOBEKO XXXIV TRAINERU ESTROPADA,Busturialdea,,"22:26,13",3,1,4,1,12,5:28,11:11,16:59,11:11,16:59
2022,CMO VALVES BANDERA,Arkote,,"20:30,63",4,2,1,12,1,5:08,10:05,15:39,10:05,15:39
2022,CMO VALVES BANDERA,San Juan,,"20:31,72",2,2,2,11,2,5:07,10:05,15:36,10:05,15:36
2022,CMO VALVES BANDERA,San Pedro,,"20:34,60",6,2,3,10,3,5:10,10:08,15:42,10:08,15:42
2022,CMO VALVES BANDERA,Zarautz,,"20:46,95",5,2,4,9,4,5:15,10:17,15:52,10:17,15:52
2022,CMO VALVES BANDERA,Pedreña,,"20:48,61",3,2,5,8,5,5:13,10:15,15:49,10:15,15:49
2022,CMO VALVES BANDERA,Zumaia,,"20:51,46",4,1,1,7,6,5:08,10:14,15:49,10:14,15:49
2022,CMO VALVES BANDERA,Hondarribia,,"20:54,73",1,2,6,6,7,5:11,10:16,15:56,10:16,15:56
2022,CMO VALVES BANDERA,Deustu,,"20:55,56",3,1,2,5,8,5:19,10:19,15:57,10:19,15:57
2022,CMO VALVES BANDERA,Castro,,"20:58,81",5,1,3,4,9,5:16,10:21,16:02,10:21,16:02
2022,CMO VALVES BANDERA,Camargo,,"21:05,74",6,1,4,3,10,5:18,10:24,16:06,10:24,16:06
2022,CMO VALVES BANDERA,Orio,,"21:06,22",2,1,5,2,11,5:18,10:20,16:02,10:20,16:02
2022,CMO VALVES BANDERA,Busturialdea,,"21:22,19",1,1,6,1,12,5:25,10:31,16:19,10:31,16:19
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Pedreña,,"21:05,13",4,2,1,12,1,5:19,10:16,16:11,10:16,16:11
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Deustu,,"21:13,10",3,1,1,11,2,5:28,10:25,16:15,10:25,16:15
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Zarautz,,"21:16,44",1,3,1,10,3,5:27,10:31,16:11,10:31,16:11
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Arkote,,"21:22,57",4,3,2,9,4,5:30,10:32,16:21,10:32,16:21
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,San Pedro,,"21:24,45",3,3,3,8,5,5:32,10:34,16:21,10:34,16:21
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Orio,,"21:28,37",4,1,2,7,6,5:29,10:31,16:25,10:31,16:25
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Castro,,"21:29,21",3,2,2,6,7,5:23,10:27,16:34,10:27,16:34
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,San Juan,,"21:30,53",2,3,4,5,8,5:32,10:39,16:24,10:39,16:24
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Busturialdea,,"21:30,87",2,1,3,4,9,5:33,10:39,16:31,10:39,16:31
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Zumaia,,"21:34,11",1,2,3,3,10,5:24,10:27,16:31,10:27,16:31
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Camargo,,"21:35,77",1,1,4,2,11,5:33,10:37,16:33,10:37,16:33
2022,XVII BANDERA MARINA DE CUDEYO GRAN PREMIO DYNASOL,Hondarribia,,"21:36,30",2,2,4,1,12,5:25,10:27,16:34,10:27,16:34
2022,ORIO KANPIÑA IV. BANDERA,San Pedro,,"20:14,62",6,2,1,12,1,4:38,9:57,14:57,9:57,14:57
2022,ORIO KANPIÑA IV. BANDERA,San Juan,,"20:15,69",2,2,2,11,2,4:38,9:59,15:00,9:59,15:00
2022,ORIO KANPIÑA IV. BANDERA,Arkote,,"20:16,40",4,2,3,10,3,4:37,9:58,14:59,9:58,14:59
2022,ORIO KANPIÑA IV. BANDERA,Pedreña,,"20:16,85",3,2,4,9,4,4:40,9:59,14:59,9:59,14:59
2022,ORIO KANPIÑA IV. BANDERA,Hondarribia,,"20:28,50",6,1,1,8,5,4:35,10:00,15:02,10:00,15:02
2022,ORIO KANPIÑA IV. BANDERA,Zarautz,,"20:29,62",5,2,5,7,6,4:41,10:05,15:10,10:05,15:10
2022,ORIO KANPIÑA IV. BANDERA,Zumaia,,"20:30,29",4,1,2,6,7,4:36,10:06,15:05,10:06,15:05
2022,ORIO KANPIÑA IV. BANDERA,Deustu,,"20:33,77",5,1,3,5,8,4:39,10:10,15:11,10:10,15:11
2022,ORIO KANPIÑA IV. BANDERA,Castro,,"20:34,58",1,2,6,4,9,4:43,10:07,15:14,10:07,15:14
2022,ORIO KANPIÑA IV. BANDERA,Orio,,"20:36,71",2,1,4,3,10,4:36,10:06,15:07,10:06,15:07
2022,ORIO KANPIÑA IV. BANDERA,Camargo,,"20:53,71",3,1,5,2,11,4:41,10:14,15:20,10:14,15:20
2022,ORIO KANPIÑA IV. BANDERA,Busturialdea,,"21:28,69",1,1,6,1,12,4:47,10:34,15:46,10:34,15:46
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,San Juan,,"20:27,92",2,2,1,12,1,2:17,7:38,12:35,7:38,12:35
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,San Pedro,,"20:27,99",6,2,2,11,2,2:18,7:39,12:35,7:39,12:35
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Arkote,,"20:28,21",5,2,3,10,3,2:18,7:37,12:32,7:37,12:32
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Pedreña,,"20:29,80",3,2,4,9,4,2:17,7:35,12:33,7:35,12:33
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Zumaia,,"20:36,98",5,1,1,8,5,2:18,7:40,12:38,7:40,12:38
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Zarautz,,"20:41,03",4,2,5,7,6,2:19,7:41,12:40,7:41,12:40
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Hondarribia,,"20:43,17",1,2,6,6,7,2:18,7:40,12:42,7:40,12:42
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Castro,,"20:51,70",6,1,2,5,8,2:19,7:47,12:50,7:47,12:50
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Deustu,,"20:52,14",4,1,3,4,9,2:22,7:48,12:49,7:48,12:49
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Camargo,,"21:03,64",3,1,4,3,10,2:22,7:51,12:55,7:51,12:55
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Orio,,"21:11,32",2,1,5,2,11,2:21,7:53,12:57,7:53,12:57
2022,8ª JORNADA LIGA ARC 1 ILLUNBE,Busturialdea,,"21:13,04",1,1,6,1,12,2:21,7:52,12:56,7:52,12:56
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Pedreña,,"20:38,22",3,3,1,12,1,4:31,10:08,15:04,10:08,15:04
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Arkote,,"20:38,82",4,3,2,11,2,4:27,10:05,15:02,10:05,15:02
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,San Juan,,"20:38,94",2,2,1,10,3,4:24,10:07,14:56,10:07,14:56
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Zumaia,,"20:51,99",4,2,2,9,4,4:35,10:16,15:09,10:16,15:09
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,San Pedro,,"20:55,09",2,3,3,8,5,4:32,10:16,15:12,10:16,15:12
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Hondarribia,,"20:57,37",1,2,3,7,6,4:36,10:16,15:12,10:16,15:12
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Castro,,"20:57,51",3,2,4,6,7,4:35,10:17,15:13,10:17,15:13
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Orio,,"21:02,05",4,1,1,5,8,4:30,10:17,15:09,10:17,15:09
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Zarautz,,"21:03,88",1,3,4,4,9,4:35,10:19,15:20,10:19,15:20
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Deustu,,"21:12,54",3,1,2,3,10,4:28,10:24,15:18,10:24,15:18
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Camargo,,"21:35,62",2,1,3,2,11,4:32,10:33,15:33,10:33,15:33
2022,XXX BANDERA DEL AYUNTAMIENTO DE CAMARGO,Busturialdea,,"21:52,90",1,1,4,1,12,4:35,10:43,15:49,10:43,15:49
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Pedreña,,"20:46,75",4,3,1,12,1,5:10,10:12,15:49,10:12,15:49
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,San Pedro,,"20:56,12",2,3,2,11,2,5:15,10:14,15:58,10:14,15:58
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Castro,,"21:04,03",4,2,1,10,3,5:13,10:24,15:59,10:24,15:59
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,San Juan,,"21:11,40",1,3,3,9,4,5:15,10:19,16:06,10:19,16:06
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Arkote,,"21:17,82",3,3,4,8,5,5:16,10:21,16:10,10:21,16:10
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Hondarribia,,"21:19,27",1,2,2,7,6,5:12,10:26,16:09,10:26,16:09
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Zumaia,,"21:19,47",3,2,3,6,7,5:16,10:27,16:11,10:27,16:11
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Deustu,,"21:25,09",4,1,1,5,8,5:14,10:30,16:12,10:30,16:12
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Zarautz,,"21:32,81",2,2,4,4,9,5:21,10:34,16:22,10:34,16:22
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Busturialdea,,"21:48,40",2,1,2,3,10,5:20,10:40,16:30,10:40,16:30
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Camargo,,"21:59,19",1,1,3,2,11,5:22,10:44,16:32,10:44,16:32
2022,HONDARRIBIKO ARRANTZALEEN KOFRADIAKO XVI. BANDERA,Orio,,"22:04,74",3,1,4,1,12,5:18,10:43,16:38,10:43,16:38
2022,PLENTZIAKO XXXIII IKURRIÑA,Castro,,"20:55,63",4,2,1,12,1,5:23,10:17,16:06,10:17,16:06
2022,PLENTZIAKO XXXIII IKURRIÑA,Deustu,,"21:05,30",2,1,1,11,2,5:26,10:24,16:09,10:24,16:09
2022,PLENTZIAKO XXXIII IKURRIÑA,Hondarribia,,"21:07,29",3,2,2,10,3,5:25,10:18,16:10,10:18,16:10
2022,PLENTZIAKO XXXIII IKURRIÑA,Busturialdea,,"21:09,89",4,1,2,9,4,5:24,10:23,16:12,10:23,16:12
2022,PLENTZIAKO XXXIII IKURRIÑA,San Pedro,,"21:14,97",2,3,1,8,5,5:33,10:30,16:26,10:30,16:26
2022,PLENTZIAKO XXXIII IKURRIÑA,Pedreña,,"21:16,74",3,3,2,7,6,5:33,10:33,16:30,10:33,16:30
2022,PLENTZIAKO XXXIII IKURRIÑA,Arkote,,"21:19,47",4,3,3,6,7,5:33,10:28,16:25,10:28,16:25
2022,PLENTZIAKO XXXIII IKURRIÑA,Zumaia,,"21:20,95",2,2,3,5,8,5:29,10:25,16:25,10:25,16:25
2022,PLENTZIAKO XXXIII IKURRIÑA,Camargo,,"21:30,43",3,1,3,4,9,5:27,10:32,16:26,10:32,16:26
2022,PLENTZIAKO XXXIII IKURRIÑA,Zarautz,,"21:35,55",1,2,4,3,10,5:32,10:28,16:31,10:28,16:31
2022,PLENTZIAKO XXXIII IKURRIÑA,Orio,,"21:43,12",1,1,4,2,11,5:29,10:35,16:32,10:35,16:32
2022,PLENTZIAKO XXXIII IKURRIÑA,San Juan,,"21:56,94",1,3,4,1,12,5:45,10:49,16:56,10:49,16:56
2022,BANDERA CIUDAD DE CASTRO URDIALES,Pedreña,,"21:09,13",4,3,1,12,1,5:09,10:26,15:57,10:26,15:57
2022,BANDERA CIUDAD DE CASTRO URDIALES,San Pedro,,"21:20,24",1,3,2,11,2,5:14,10:28,16:00,10:28,16:00
2022,BANDERA CIUDAD DE CASTRO URDIALES,San Juan,,"21:21,71",3,3,3,10,3,5:12,10:30,16:05,10:30,16:05
2022,BANDERA CIUDAD DE CASTRO URDIALES,Arkote,,"21:24,16",2,3,4,9,4,5:13,10:29,16:07,10:29,16:07
2022,BANDERA CIUDAD DE CASTRO URDIALES,Hondarribia,,"21:24,69",1,2,1,8,5,5:10,10:31,16:07,10:31,16:07
2022,BANDERA CIUDAD DE CASTRO URDIALES,Castro,,"21:25,37",4,2,2,7,6,5:13,10:31,16:10,10:31,16:10
2022,BANDERA CIUDAD DE CASTRO URDIALES,Deustu,,"21:41,72",3,1,1,6,7,5:22,10:39,16:22,10:39,16:22
2022,BANDERA CIUDAD DE CASTRO URDIALES,Zumaia,,"21:42,32",3,2,3,5,8,5:17,10:37,16:19,10:37,16:19
2022,BANDERA CIUDAD DE CASTRO URDIALES,Busturialdea,,"21:53,53",2,1,2,4,9,5:26,10:43,16:31,10:43,16:31
2022,BANDERA CIUDAD DE CASTRO URDIALES,Zarautz,,"21:54,42",2,2,4,3,10,5:18,10:44,16:24,10:44,16:24
2022,BANDERA CIUDAD DE CASTRO URDIALES,Orio,,"22:05,98",1,1,3,2,11,5:25,10:47,16:34,10:47,16:34
2022,BANDERA CIUDAD DE CASTRO URDIALES,Camargo,,"22:19,06",4,1,4,1,12,5:28,10:53,16:48,10:53,16:48
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,San Pedro,,"21:06,04",1,3,1,12,1,5:03,10:25,15:46,10:25,15:46
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Castro,,"21:09,04",1,2,1,11,2,4:58,10:25,15:47,10:25,15:47
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Hondarribia,,"21:15,32",4,2,2,10,3,5:01,10:25,15:49,10:25,15:49
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Arkote,,"21:18,43",2,3,2,9,4,5:04,10:29,15:57,10:29,15:57
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Pedreña,,"21:19,28",3,3,3,8,5,5:02,10:25,15:55,10:25,15:55
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Zarautz,,"21:24,78",3,2,3,7,6,5:00,10:28,15:54,10:28,15:54
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Deustu,,"21:29,30",3,1,1,6,7,5:06,10:38,16:09,10:38,16:09
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Busturialdea,,"21:29,80",2,1,2,5,8,5:08,10:33,16:08,10:33,16:08
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Zumaia,,"21:30,43",2,2,4,4,9,5:05,10:39,16:01,10:39,16:01
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,San Juan,,"21:34,18",4,3,4,3,10,5:05,10:33,16:07,10:33,16:07
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Camargo,,"22:01,23",1,1,3,2,11,5:11,10:47,16:24,10:47,16:24
2022,ZARAUTZ ARRAUN ELKARTEAREN XIII. IKURRIÑA,Orio,,"22:08,81",4,1,4,1,12,5:13,10:50,16:30,10:50,16:30
2022,XLIX IKURRIÑA VILLA DE BILBAO,Arkote,,"20:17,54",4,2,1,12,1,4:57,10:01,15:15,10:01,15:15
2022,XLIX IKURRIÑA VILLA DE BILBAO,Pedreña,,"20:23,23",5,2,2,11,2,5:00,10:04,15:17,10:04,15:17
2022,XLIX IKURRIÑA VILLA DE BILBAO,Zumaia,,"20:33,66",5,1,1,10,3,4:55,10:09,15:32,10:09,15:32
2022,XLIX IKURRIÑA VILLA DE BILBAO,San Juan,,"20:34,45",3,2,3,9,4,5:00,10:07,15:26,10:07,15:26
2022,XLIX IKURRIÑA VILLA DE BILBAO,Hondarribia,,"20:35,40",6,1,2,8,5,4:56,10:08,15:32,10:08,15:32
2022,XLIX IKURRIÑA VILLA DE BILBAO,Deustu,,"20:36,53",4,1,3,7,6,4:55,10:09,15:34,10:09,15:34
2022,XLIX IKURRIÑA VILLA DE BILBAO,San Pedro,,"20:50,63",6,2,4,6,7,4:59,10:14,15:37,10:14,15:37
2022,XLIX IKURRIÑA VILLA DE BILBAO,Busturialdea,,"20:54,35",2,1,4,5,8,5:05,10:22,15:46,10:22,15:46
2022,XLIX IKURRIÑA VILLA DE BILBAO,Zarautz,,"20:57,60",2,2,5,4,9,5:06,10:18,15:43,10:18,15:43
2022,XLIX IKURRIÑA VILLA DE BILBAO,Castro,,"21:01,84",1,2,6,3,10,5:07,10:18,15:44,10:18,15:44
2022,XLIX IKURRIÑA VILLA DE BILBAO,Orio,,"21:06,78",1,1,5,2,11,5:01,10:21,15:48,10:21,15:48
2022,XLIX IKURRIÑA VILLA DE BILBAO,Camargo,,"21:12,75",3,1,6,1,12,5:08,10:27,15:59,10:27,15:59
